Jahr,Heizperiode,Eistage,Frosttage,Hitzetage,Tropennacht,Niederschlagtage,Starkregentage,Vegetationsperiode,LetzterFrostFruehjahr,ErsterFrostHerbst,FrostFreiePeriode
1951,262,0,34,2,0,186,0,288,119,280,161
1952,265,2,50,9,2,201,0,249,95,291,196
1953,253,9,51,7,0,169,1,284,130,328,198
1954,270,17,54,2,0,194,0,288,116,313,197
1955,263,5,80,1,0,184,1,258,131,291,160
1956,280,26,71,0,0,198,0,269,113,305,192
1957,280,4,43,9,2,180,0,291,101,325,224
1958,256,2,66,0,0,203,0,270,112,334,222
1959,249,1,58,11,1,135,0,285,110,301,191
1960,269,9,42,1,0,197,0,293,120,312,192
1961,260,13,39,7,0,189,2,297,80,309,229
1962,285,10,69,2,0,193,0,258,84,317,233
1963,262,43,93,5,0,167,0,259,94,336,242
1964,259,9,69,15,0,153,0,262,97,299,202
1965,287,4,55,0,0,219,0,268,71,290,219
1966,255,11,45,6,0,206,0,283,103,303,200
1967,260,7,39,6,1,188,0,287,115,311,196
1968,255,6,66,4,0,204,1,259,104,316,212
1969,268,16,70,8,1,202,0,257,108,310,202
1970,257,17,60,2,0,227,1,260,98,311,213
1971,259,10,51,6,0,157,0,283,87,287,200
1972,285,7,42,5,0,174,0,288,115,292,177
1973,250,3,48,12,2,194,0,264,102,321,219
1974,273,0,17,3,0,218,0,316,66,309,243
1975,252,2,39,12,0,199,0,284,100,284,184
1976,249,6,53,20,1,201,0,285,119,325,206
1977,267,1,39,2,0,242,0,295,109,329,220
1978,281,8,57,2,0,199,0,277,101,313,212
1979,256,19,63,3,0,212,0,261,96,314,218
1980,273,9,48,3,0,202,0,276,80,306,226
1981,255,9,60,4,0,220,0,267,113,311,198
1982,236,8,47,11,1,183,0,284,104,333,229
1983,256,3,54,16,0,184,0,283,93,294,201
1984,281,0,39,6,1,188,0,276,81,353,272
1985,256,30,83,2,0,197,0,258,115,298,183
1986,269,18,62,8,0,175,0,276,102,332,230
1987,265,18,73,4,0,203,0,265,90,333,243
1988,258,0,28,2,1,212,0,301,115,303,188
1989,249,0,48,9,2,162,0,291,118,317,199
1990,265,0,28,12,0,164,0,310,99,325,226
1991,270,9,64,8,2,146,0,276,114,302,188
1992,248,0,32,10,1,182,1,295,49,286,237
1993,258,8,63,3,0,186,0,281,88,290,202
1994,261,1,34,20,0,183,0,307,108,290,182
1995,257,8,55,19,0,180,0,279,110,307,197
1996,284,16,83,5,0,164,0,252,105,319,214
1997,250,11,47,9,0,176,0,290,110,293,183
1998,253,3,43,10,0,218,0,295,102,321,219
1999,239,1,37,14,0,218,0,298,106,291,185
2000,255,0,30,8,0,225,0,316,98,351,253
2001,250,1,55,10,0,219,0,276,110,312,202
2002,249,5,38,8,0,203,0,315,96,340,244
2003,239,9,72,21,1,155,0,284,101,290,189
2004,259,5,67,7,0,211,0,271,102,313,211
2005,249,9,59,9,1,211,0,279,111,321,210
2006,228,5,63,18,2,186,0,279,100,305,205
2007,244,0,35,6,0,204,0,313,110,292,182
2008,251,1,56,6,0,207,0,288,107,302,195
2009,248,8,56,4,0,202,0,285,89,286,197
2010,256,32,89,15,1,211,0,256,112,286,174
2011,234,2,47,5,0,175,0,304,87,293,206
2012,252,10,45,10,0,206,0,305,107,300,193
2013,254,13,72,13,0,200,0,267,97,314,217
2014,247,1,20,8,0,195,0,320,105,328,223
2015,261,0,37,16,3,189,0,303,96,285,189
2016,238,1,54,13,0,193,0,285,108,312,204
2017,240,4,39,13,0,213,0,299,113,310,197
2018,222,3,51,22,1,165,0,290,95,306,211
2019,235,3,42,21,2,210,0,306,124,302,178
2020,234,0,29,20,1,184,0,318,132,309,177
2021,246,4,56,4,0,190,1,284,122,313,191
2022,226,6,35,26,0,160,0,307,99,342,243
2023,227,1,40,16,0,207,0,313,115,331,216
2024,228,2,28,13,0,213,0,325,113,325,212
2025,135,0,44,10,0,84,0,156,96,208,112
