Jahr,Heizperiode,Eistage,Frosttage,Hitzetage,Tropennacht,Niederschlagtage,Starkregentage,Vegetationsperiode,LetzterFrostFruehjahr,ErsterFrostHerbst,FrostFreiePeriode
1951,270,7,48,3,0,175,0,273,111,283,172
1952,277,13,83,3,2,190,0,229,93,313,220
1953,260,8,58,6,0,153,0,278,127,320,193
1954,286,33,79,3,0,180,1,254,118,322,204
1955,280,31,99,0,0,187,0,240,115,303,188
1956,292,36,93,0,0,202,1,247,113,281,168
1957,288,11,55,6,0,180,0,271,128,317,189
1958,265,10,80,0,0,208,0,239,113,310,197
1959,257,18,73,4,1,117,0,268,110,278,168
1960,284,17,64,1,0,214,0,265,92,312,220
1961,278,20,54,4,0,212,0,278,80,314,234
1962,308,28,85,0,0,216,0,239,84,305,221
1963,277,63,101,4,0,172,0,252,92,301,209
1964,274,34,89,10,0,169,0,236,97,299,202
1965,304,26,83,0,0,226,0,234,109,294,185
1966,281,28,69,2,0,203,0,253,104,302,198
1967,269,9,55,2,0,210,0,269,123,311,188
1968,272,29,91,1,0,191,0,234,102,309,207
1969,273,44,110,10,1,169,0,230,110,310,200
1970,286,36,90,2,0,214,0,231,103,311,208
1971,274,16,66,6,0,178,0,256,119,278,159
1972,301,15,70,5,0,162,0,258,115,277,162
1973,271,10,73,6,0,206,0,237,114,284,170
1974,286,0,35,2,0,197,0,285,116,286,170
1975,256,8,57,8,0,165,0,252,100,284,184
1976,274,22,91,8,0,168,0,244,119,305,186
1977,284,8,55,0,0,213,0,273,109,330,221
1978,300,27,78,1,0,216,0,260,131,311,180
1979,283,30,86,1,0,213,0,232,123,296,173
1980,291,27,91,0,0,194,1,241,125,289,164
1981,281,27,84,1,0,226,0,245,113,296,183
1982,257,16,66,7,0,165,0,256,108,309,201
1983,261,16,61,10,0,199,0,264,93,296,203
1984,298,13,82,2,0,199,0,243,117,318,201
1985,279,43,90,2,0,200,0,242,113,300,187
1986,289,37,71,3,0,190,0,257,103,332,229
1987,293,37,88,1,0,216,0,254,90,330,240
1988,272,6,63,0,0,207,0,268,117,307,190
1989,264,7,50,6,0,160,0,280,107,317,210
1990,280,6,36,5,0,186,0,288,99,294,195
1991,279,17,75,3,0,167,0,251,110,293,183
1992,256,13,46,11,0,190,0,261,111,285,174
1993,285,20,75,0,0,195,0,255,101,290,189
1994,270,13,44,17,1,178,0,282,80,280,200
1995,266,23,75,14,0,170,0,258,103,307,204
1996,290,51,113,2,0,151,0,225,126,319,193
1997,260,15,72,6,0,170,0,256,112,288,176
1998,275,18,59,6,1,204,1,283,103,316,213
1999,254,8,58,6,0,195,0,275,109,288,179
2000,263,7,41,5,1,197,0,295,101,352,251
2001,266,15,72,6,0,207,0,256,109,312,203
2002,260,15,63,7,0,198,1,276,101,280,179
2003,248,20,88,19,1,156,1,252,102,286,184
2004,277,8,69,4,0,203,0,261,102,316,214
2005,265,16,68,9,0,195,0,265,111,322,211
2006,237,19,79,18,0,191,0,264,95,304,209
2007,257,10,34,3,1,212,0,300,110,292,182
2008,259,7,44,7,0,199,0,282,107,325,218
2009,260,17,66,5,0,202,0,267,90,286,196
2010,272,58,101,10,2,208,1,248,112,283,171
2011,253,12,71,2,0,173,0,276,124,286,162
2012,257,22,63,4,0,199,0,280,107,299,192
2013,262,25,90,9,0,198,0,256,97,317,220
2014,269,15,48,5,0,196,0,301,105,330,225
2015,279,2,50,15,0,192,0,280,96,283,187
2016,237,9,72,13,0,200,0,268,115,307,192
2017,253,11,54,3,0,216,1,278,119,333,214
2018,224,9,64,21,1,163,0,267,95,300,205
2019,251,3,47,18,0,205,0,294,134,302,168
2020,260,0,35,10,2,196,0,297,91,328,237
2021,257,15,62,4,1,205,0,268,116,282,166
2022,240,8,59,18,0,186,0,287,106,316,210
2023,239,3,52,9,0,219,0,293,95,325,230
2024,232,5,35,11,0,194,0,304,113,307,194
2025,141,8,55,4,0,87,0,150,97,208,111
